concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_6_acertos;cidade_uf;rateio_6_acertos;ganhadores_5_acertos;rateio_5_acertos;ganhadores_5_acertos;rateio_4_acertos;acumulado_6_acertos;arrecadacao_total;estimativa_premio;acumulado_sorteio_especial_mega_da_virada;observacao
508;25/10/2003;5;10;15;45;46;56;0;NULL;0.00;33;18038.77;3025;196.05;714335.26;0.00;0.00;0.00;NULL
509;29/10/2003;28;32;33;34;35;55;0;NULL;0.00;39;13104.28;2852;178.52;7199176.21;0.00;0.00;0.00;NULL
510;01/11/2003;1;4;30;41;45;58;2;"MA; SP";4252983.06;70;15557.02;4392;247.01;0.00;0.00;0.00;0.00;NULL
511;05/11/2003;3;4;8;34;36;37;0;NULL;0.00;50;8700.75;3155;137.37;761315.61;0.00;0.00;0.00;NULL
512;08/11/2003;4;8;31;40;53;58;3;"MS; RJ";653828.50;41;16727.11;2277;300.05;0.00;0.00;0.00;0.00;NULL
513;12/11/2003;10;19;27;33;39;46;0;NULL;0.00;46;8485.71;2427;160.23;683099.65;0.00;0.00;0.00;NULL
514;15/11/2003;15;36;40;42;51;52;0;NULL;0.00;20;24964.72;1209;411.42;4941165.35;0.00;0.00;0.00;NULL
515;19/11/2003;15;16;39;45;48;57;0;NULL;0.00;33;20464.65;2636;255.23;6122998.73;0.00;0.00;0.00;NULL
516;22/11/2003;5;13;24;33;34;35;0;NULL;0.00;164;5416.02;7718;114.65;7677394.38;0.00;0.00;0.00;NULL
517;26/11/2003;7;8;28;32;38;51;0;NULL;0.00;36;22385.92;3262;246.13;9087707.16;0.00;0.00;0.00;NULL
518;29/11/2003;5;8;10;15;18;44;0;NULL;0.00;182;6014.85;8653;126.04;11003437.88;0.00;0.00;0.00;NULL
519;03/12/2003;9;15;19;22;36;42;0;NULL;0.00;111;9685.31;7018;152.61;18558840.36;0.00;0.00;0.00;NULL
520;06/12/2003;9;12;17;32;34;35;0;NULL;0.00;166;10017.32;10884;152.20;21468871.74;0.00;0.00;0.00;NULL
521;10/12/2003;15;25;28;32;38;45;0;NULL;0.00;166;10463.37;10610;163.09;24508480.18;0.00;0.00;0.00;NULL
522;13/12/2003;6;14;15;25;49;52;0;NULL;0.00;118;19311.39;8280;274.17;28496281.66;0.00;0.00;0.00;NULL
523;17/12/2003;28;39;40;44;45;58;0;NULL;0.00;123;27528.74;9692;348.05;34421843.43;0.00;0.00;0.00;NULL
524;20/12/2003;19;29;34;41;47;48;1;SC;42794697.56;180;26580.49;17156;277.83;0.00;0.00;0.00;0.00;NULL
525;27/12/2003;8;10;24;26;32;49;2;"MG; SP";10208722.99;153;11600.82;9640;183.43;0.00;0.00;0.00;0.00;NULL
526;03/01/2004;3;21;31;36;55;59;0;NULL;0.00;34;22681.04;2444;314.34;1349521.77;0.00;0.00;0.00;NULL
527;07/01/2004;6;14;17;26;50;52;0;NULL;0.00;23;27463.44;2091;300.94;2454925.13;0.00;0.00;0.00;NULL
528;10/01/2004;8;12;28;31;34;37;0;NULL;0.00;67;12554.60;4827;173.60;3926952.17;0.00;0.00;0.00;NULL
529;14/01/2004;1;13;33;38;45;56;15;"BA; CE; PB; PE; PI; RN";348732.75;87;8565.12;4758;156.03;0.00;0.00;0.00;0.00;NULL
530;17/01/2004;1;6;21;25;32;49;0;NULL;0.00;49;18501.75;3771;239.50;7541604.05;0.00;0.00;0.00;NULL
531;21/01/2004;1;3;7;18;35;50;0;NULL;0.00;96;9079.10;5188;167.37;9066892.84;0.00;0.00;0.00;NULL
532;24/01/2004;4;9;12;13;52;53;0;NULL;0.00;69;16628.16;5314;215.09;11074743.03;0.00;0.00;0.00;NULL
533;28/01/2004;13;18;21;27;53;59;0;NULL;0.00;82;12747.27;5129;203.03;12903975.95;0.00;0.00;0.00;NULL
534;31/01/2004;3;8;23;31;48;57;1;MT;15184658.12;107;12179.88;6559;197.95;0.00;0.00;0.00;0.00;NULL
535;04/02/2004;6;14;28;47;49;56;1;DF;7834139.14;59;12025.02;4136;170.89;0.00;0.00;0.00;0.00;NULL
536;07/02/2004;14;15;22;23;25;37;0;NULL;0.00;49;12551.38;3217;190.46;1076280.35;0.00;0.00;0.00;NULL
537;11/02/2004;3;7;19;34;37;39;1;RS;2054340.05;128;4366.34;5345;104.17;0.00;0.00;0.00;0.00;NULL
538;14/02/2004;3;25;43;45;52;56;0;NULL;0.00;36;16533.54;2657;223.17;1041612.80;0.00;0.00;0.00;NULL
539;18/02/2004;6;16;19;47;50;55;0;NULL;0.00;21;25214.62;1908;276.47;5728373.54;0.00;0.00;0.00;NULL
540;21/02/2004;4;22;28;30;44;49;0;NULL;0.00;84;10186.19;4535;187.97;7225743.35;0.00;0.00;0.00;NULL
541;28/02/2004;13;27;49;52;57;58;1;MG;9144543.50;54;20304.76;4879;223.88;0.00;0.00;0.00;0.00;NULL
542;03/03/2004;4;6;19;28;35;49;0;NULL;0.00;42;9683.43;2800;144.70;711731.71;0.00;0.00;0.00;NULL
543;06/03/2004;35;37;42;46;49;54;1;PR;1836749.58;78;8241.89;2557;250.47;0.00;0.00;0.00;0.00;NULL
544;10/03/2004;11;17;33;34;47;56;0;NULL;0.00;39;10062.10;2415;161.89;4929350.89;0.00;0.00;0.00;NULL
545;13/03/2004;17;29;35;40;43;57;1;ES;6409645.53;102;8292.97;4315;195.29;0.00;0.00;0.00;0.00;NULL
546;17/03/2004;4;5;13;17;46;54;0;NULL;0.00;32;12224.97;3003;129.78;684598.29;0.00;0.00;0.00;NULL
547;20/03/2004;4;13;28;30;53;59;1;PB;1746857.35;42;14452.51;2599;232.67;0.00;0.00;0.00;0.00;NULL
548;24/03/2004;14;47;49;51;58;59;0;NULL;0.00;9;41634.70;965;386.83;655746.39;0.00;0.00;0.00;NULL
549;27/03/2004;8;13;22;46;51;58;0;NULL;0.00;34;17519.41;2772;214.07;5216225.00;0.00;0.00;0.00;NULL
550;31/03/2004;16;17;38;39;45;56;0;NULL;0.00;39;18277.00;2948;240.88;6463630.53;0.00;0.00;0.00;NULL
551;03/04/2004;12;21;46;48;56;57;0;NULL;0.00;35;28192.58;3027;324.75;8190426.28;0.00;0.00;0.00;NULL
552;07/04/2004;9;22;47;49;52;54;0;NULL;0.00;69;14110.09;4299;225.61;9894220.21;0.00;0.00;0.00;NULL
553;10/04/2004;4;43;46;53;54;58;0;NULL;0.00;42;23814.78;3308;301.22;11644606.76;0.00;0.00;0.00;NULL
554;14/04/2004;15;29;31;42;47;60;0;NULL;0.00;64;20951.21;4812;277.60;20258939.21;0.00;0.00;0.00;NULL
555;17/04/2004;5;23;31;33;45;49;1;PR;23810057.19;152;13350.07;10733;188.35;0.00;0.00;0.00;0.00;NULL
556;21/04/2004;8;10;17;30;33;45;0;NULL;0.00;20;14872.57;1699;174.41;520539.87;0.00;0.00;0.00;NULL
557;24/04/2004;8;12;18;23;38;49;0;NULL;0.00;59;11001.41;3777;171.20;1656435.01;0.00;0.00;0.00;NULL
558;28/04/2004;7;14;31;57;58;59;0;NULL;0.00;21;26571.46;2000;277.94;2632936.06;0.00;0.00;0.00;NULL
559;01/05/2004;6;13;17;25;36;53;1;ES;3707152.54;75;8184.51;4460;137.11;0.00;0.00;0.00;0.00;NULL
560;05/05/2004;2;11;18;30;32;58;0;NULL;0.00;44;16215.47;2585;274.97;6433069.85;0.00;0.00;0.00;NULL
561;08/05/2004;1;20;36;39;49;55;0;NULL;0.00;32;31342.98;2743;364.27;8188276.67;0.00;0.00;0.00;NULL
562;12/05/2004;16;23;35;37;55;57;0;NULL;0.00;117;8271.95;5150;187.22;9881959.48;0.00;0.00;0.00;NULL
563;15/05/2004;5;8;23;34;44;51;0;NULL;0.00;90;13541.69;6007;202.12;12014774.50;0.00;0.00;0.00;NULL
564;19/05/2004;10;13;20;32;38;49;0;NULL;0.00;46;25392.82;4446;261.73;20397765.64;0.00;0.00;0.00;NULL
565;22/05/2004;7;31;34;35;37;45;0;NULL;0.00;57;29241.27;6804;244.04;23314582.63;0.00;0.00;0.00;NULL
566;26/05/2004;6;13;17;18;20;37;0;NULL;0.00;176;11334.45;13032;152.49;26805592.27;0.00;0.00;0.00;NULL
567;29/05/2004;11;31;38;41;57;58;0;NULL;0.00;69;37888.61;5787;450.05;31380642.06;0.00;0.00;0.00;NULL
568;02/06/2004;13;17;22;25;29;41;0;NULL;0.00;457;7802.44;24931;142.48;37620642.34;0.00;0.00;0.00;NULL
569;05/06/2004;3;9;14;15;32;57;1;RJ;46663532.70;434;11906.37;29922;172.04;0.00;0.00;0.00;0.00;NULL
570;09/06/2004;15;32;33;35;36;51;0;NULL;0.00;84;18168.10;7539;201.67;21431972.38;0.00;0.00;0.00;NULL
571;12/06/2004;12;13;14;31;50;51;0;NULL;0.00;69;22294.35;5572;275.04;24124014.99;0.00;0.00;0.00;NULL
572;16/06/2004;3;9;16;20;33;60;0;NULL;0.00;162;10668.49;9940;173.21;27148533.16;0.00;0.00;0.00;NULL
573;19/06/2004;6;17;22;29;40;59;0;NULL;0.00;82;25012.22;8272;247.00;30737786.41;0.00;0.00;0.00;NULL
574;23/06/2004;2;10;17;23;32;44;0;NULL;0.00;162;12609.31;12691;160.35;45420567.88;0.00;0.00;0.00;NULL
575;26/06/2004;5;18;21;29;35;48;2;"DF; SP";25737016.52;470;7359.84;21660;159.10;0.00;0.00;0.00;0.00;NULL
576;30/06/2004;7;8;18;39;43;52;0;NULL;0.00;27;22856.21;1978;310.81;1079955.77;0.00;0.00;0.00;NULL
577;03/07/2004;8;23;24;28;31;47;0;NULL;0.00;57;15092.90;4579;187.17;2585472.50;0.00;0.00;0.00;NULL
578;07/07/2004;3;18;23;48;56;58;1;MG;3982872.62;62;12879.26;3639;218.60;0.00;0.00;0.00;0.00;NULL
579;10/07/2004;4;9;15;17;34;39;1;PB;1175432.13;90;7463.06;5172;129.38;0.00;0.00;0.00;0.00;NULL
580;14/07/2004;15;16;18;28;38;47;0;NULL;0.00;56;16168.75;4097;220.17;9592944.81;0.00;0.00;0.00;NULL
581;17/07/2004;14;17;25;30;39;52;1;SP;11781320.02;56;22330.36;4429;281.27;0.00;0.00;0.00;0.00;NULL
582;21/07/2004;13;29;40;45;51;59;0;NULL;0.00;29;17143.40;1943;254.91;870027.37;0.00;0.00;0.00;NULL
583;24/07/2004;6;7;20;41;43;55;0;NULL;0.00;36;20218.13;2157;336.16;2143769.60;0.00;0.00;0.00;NULL
584;28/07/2004;7;8;23;30;32;53;0;NULL;0.00;49;13327.92;3278;198.48;8329175.80;0.00;0.00;0.00;NULL
585;31/07/2004;12;24;33;36;39;57;1;MG;10166807.68;124;8468.35;7122;146.89;0.00;0.00;0.00;0.00;NULL
586;04/08/2004;11;13;38;39;45;54;0;NULL;0.00;30;15687.92;2162;216.87;823615.95;0.00;0.00;0.00;NULL
587;07/08/2004;2;18;29;30;36;60;0;NULL;0.00;36;20518.92;2436;302.09;2116308.12;0.00;0.00;0.00;NULL
588;11/08/2004;11;13;45;46;53;55;0;NULL;0.00;22;29565.71;2088;310.34;3254587.92;0.00;0.00;0.00;NULL
589;14/08/2004;6;7;8;13;33;59;0;NULL;0.00;152;5926.91;9005;99.66;9594559.27;0.00;0.00;0.00;NULL
590;18/08/2004;4;5;18;25;28;51;0;NULL;0.00;70;14105.62;5155;190.82;11322497.59;0.00;0.00;0.00;NULL
591;21/08/2004;1;3;18;34;50;58;0;NULL;0.00;64;18968.95;4448;271.90;13447020.10;0.00;0.00;0.00;NULL
592;25/08/2004;13;14;42;47;55;59;0;NULL;0.00;60;18664.59;5062;220.39;15406801.69;0.00;0.00;0.00;NULL
593;28/08/2004;1;25;27;29;49;59;0;NULL;0.00;68;20265.54;5291;259.47;17818401.51;0.00;0.00;0.00;NULL
594;01/09/2004;10;13;29;47;53;55;0;NULL;0.00;121;11747.70;6444;219.76;27956987.94;0.00;0.00;0.00;NULL
595;04/09/2004;1;2;25;43;50;54;0;NULL;0.00;89;22736.36;7230;278.82;31498176.46;0.00;0.00;0.00;NULL
596;08/09/2004;11;14;28;43;54;60;0;NULL;0.00;116;15749.68;6578;276.69;34695360.86;0.00;0.00;0.00;NULL
597;11/09/2004;22;27;29;40;42;56;0;NULL;0.00;140;21650.75;10021;301.33;39999792.49;0.00;0.00;0.00;NULL
598;15/09/2004;5;16;34;38;50;53;2;"DF; RS";23179951.19;234;15531.40;19229;188.29;0.00;0.00;0.00;0.00;NULL
599;18/09/2004;4;6;9;23;45;51;0;NULL;0.00;65;10375.80;4755;141.31;15168219.08;0.00;0.00;0.00;NULL
600;22/09/2004;16;18;31;34;39;54;0;NULL;0.00;73;16062.92;4640;251.75;17220256.51;0.00;0.00;0.00;NULL
601;25/09/2004;10;19;22;29;30;37;0;NULL;0.00;75;18837.59;6002;234.50;19692689.90;0.00;0.00;0.00;NULL
602;29/09/2004;7;13;38;46;55;60;0;NULL;0.00;95;13988.93;6773;195.47;22018349.56;0.00;0.00;0.00;NULL
603;02/10/2004;4;8;11;12;29;44;1;SP;24750883.61;233;6701.50;12565;123.80;0.00;0.00;0.00;0.00;NULL
604;06/10/2004;15;25;41;46;49;51;0;NULL;0.00;15;35679.23;1422;374.94;8450325.62;0.00;0.00;0.00;NULL
605;09/10/2004;4;24;44;49;52;53;0;NULL;0.00;45;23716.98;3980;267.15;10318037.87;0.00;0.00;0.00;NULL
606;13/10/2004;6;23;32;35;41;55;1;SP;11878491.65;43;20736.93;3770;235.63;0.00;0.00;0.00;0.00;NULL
607;16/10/2004;6;11;19;27;41;59;0;NULL;0.00;48;13506.67;3059;211.14;1134560.21;0.00;0.00;0.00;NULL
608;20/10/2004;6;13;19;24;30;37;0;NULL;0.00;101;6267.54;5181;121.72;2242347.59;0.00;0.00;0.00;NULL
609;23/10/2004;2;6;15;58;59;60;0;NULL;0.00;60;13952.24;3994;208.81;8804117.70;0.00;0.00;0.00;NULL
610;27/10/2004;25;30;43;45;47;49;0;NULL;0.00;62;14911.12;4044;227.75;10421973.58;0.00;0.00;0.00;NULL
611;30/10/2004;16;21;22;33;48;49;0;NULL;0.00;69;16349.76;4531;248.04;12396207.89;0.00;0.00;0.00;NULL
612;03/11/2004;15;18;33;50;53;55;0;NULL;0.00;41;22250.05;3389;268.16;13992649.10;0.00;0.00;0.00;NULL
613;06/11/2004;6;13;19;44;54;55;0;NULL;0.00;108;12259.22;7101;185.76;16309642.40;0.00;0.00;0.00;NULL
614;10/11/2004;12;16;31;48;57;60;0;NULL;0.00;53;24951.84;4127;319.23;25638073.79;0.00;0.00;0.00;NULL
615;13/11/2004;5;8;10;27;31;51;0;NULL;0.00;157;11348.03;9780;181.48;28755943.65;0.00;0.00;0.00;NULL
616;17/11/2004;2;12;16;24;26;54;0;NULL;0.00;90;18187.52;9236;176.56;31620478.41;0.00;0.00;0.00;NULL
617;20/11/2004;3;5;25;33;36;49;2;"RJ; SP";17791387.59;289;7834.50;17341;130.08;0.00;0.00;0.00;0.00;NULL
618;24/11/2004;3;8;10;13;24;60;0;NULL;0.00;86;6312.56;4992;108.34;950038.98;0.00;0.00;0.00;NULL
619;27/11/2004;8;12;14;16;19;46;0;NULL;0.00;101;7354.06;5924;124.91;10960275.81;0.00;0.00;0.00;NULL
620;01/12/2004;1;3;13;22;29;32;0;NULL;0.00;87;11707.09;5886;172.39;12742680.43;0.00;0.00;0.00;NULL
621;04/12/2004;26;29;31;49;50;57;0;NULL;0.00;40;32904.81;3837;341.73;15046017.24;0.00;0.00;0.00;NULL
622;08/12/2004;19;27;29;38;50;59;0;NULL;0.00;49;24789.92;3560;339.92;17171752.86;0.00;0.00;0.00;NULL
623;11/12/2004;9;23;30;42;49;55;0;NULL;0.00;124;12236.03;6915;218.59;19826970.07;0.00;0.00;0.00;NULL
624;15/12/2004;8;23;34;39;43;52;1;MG;22375180.08;108;13482.59;7284;199.16;0.00;0.00;0.00;0.00;NULL
625;18/12/2004;12;24;32;40;42;59;0;NULL;0.00;49;20777.72;4056;250.06;9935192.23;0.00;0.00;0.00;NULL
626;22/12/2004;7;8;18;22;39;49;0;NULL;0.00;52;21294.16;5096;216.47;11872960.59;0.00;0.00;0.00;NULL
627;29/12/2004;1;13;19;45;56;58;0;NULL;0.00;112;14270.18;8049;197.82;14669915.47;0.00;0.00;0.00;NULL
628;05/01/2005;8;16;22;30;56;58;1;SP;17373966.13;76;20331.21;5510;279.37;0.00;0.00;0.00;0.00;NULL
629;08/01/2005;15;16;39;40;47;51;1;SE;1104456.38;15;42074.53;1865;337.13;0.00;0.00;0.00;0.00;NULL
630;12/01/2005;12;16;20;45;53;60;0;NULL;0.00;33;24880.69;2972;275.23;8811801.94;0.00;0.00;0.00;NULL
631;15/01/2005;1;20;28;32;44;47;1;PR;10579247.17;46;21955.84;3548;283.58;0.00;0.00;0.00;0.00;NULL
632;19/01/2005;2;19;28;48;51;54;0;NULL;0.00;26;19697.02;1962;260.03;896214.44;0.00;0.00;0.00;NULL
633;22/01/2005;5;11;22;27;46;50;0;NULL;0.00;58;11744.77;3524;192.57;2088308.43;0.00;0.00;0.00;NULL
634;26/01/2005;10;13;24;41;42;56;0;NULL;0.00;54;11854.27;3752;169.97;7789137.30;0.00;0.00;0.00;NULL
635;29/01/2005;8;20;26;37;42;49;0;NULL;0.00;58;16456.84;3646;260.80;9459506.58;0.00;0.00;0.00;NULL
636;02/02/2005;26;28;30;32;34;50;0;NULL;0.00;74;12762.47;3170;296.79;11112246.45;0.00;0.00;0.00;NULL
637;05/02/2005;11;18;43;48;52;58;0;NULL;0.00;29;38451.69;3560;312.04;13063669.53;0.00;0.00;0.00;NULL
638;12/02/2005;10;11;36;41;42;50;0;NULL;0.00;65;22677.35;4518;325.03;15643218.50;0.00;0.00;0.00;NULL
639;16/02/2005;13;35;39;45;51;60;0;NULL;0.00;72;17653.96;5473;231.37;25066531.77;0.00;0.00;0.00;NULL
640;19/02/2005;12;19;42;46;59;60;0;NULL;0.00;129;14012.81;8094;222.49;28229924.76;0.00;0.00;0.00;NULL
641;23/02/2005;1;9;13;17;33;34;1;MG;31923289.19;366;5766.38;20840;100.89;0.00;0.00;0.00;0.00;NULL
642;26/02/2005;17;36;40;44;51;56;0;NULL;0.00;28;22758.80;1988;319.34;1115180.94;0.00;0.00;0.00;NULL
643;02/03/2005;14;24;37;40;42;45;0;NULL;0.00;41;15663.14;2694;237.48;2239011.24;0.00;0.00;0.00;NULL
644;05/03/2005;14;27;29;31;34;57;0;NULL;0.00;81;10667.36;4433;194.17;11328156.70;0.00;0.00;0.00;NULL
645;09/03/2005;3;24;48;52;53;54;0;NULL;0.00;39;27310.11;4345;244.20;13192071.41;0.00;0.00;0.00;NULL
646;12/03/2005;10;13;32;47;49;60;0;NULL;0.00;79;16079.41;6173;205.00;15415049.93;0.00;0.00;0.00;NULL
647;16/03/2005;11;12;14;19;54;56;1;SP;17603353.15;50;25009.18;5432;229.34;0.00;0.00;0.00;0.00;NULL
648;19/03/2005;5;23;29;42;45;48;3;"MG; RJ; SC";361199.61;139;4454.67;4869;126.69;0.00;0.00;0.00;0.00;NULL
649;23/03/2005;9;24;33;41;48;54;0;NULL;0.00;31;15748.23;2156;225.57;6720868.06;0.00;0.00;0.00;NULL
650;26/03/2005;10;24;25;29;53;59;0;NULL;0.00;29;24322.62;2765;254.15;7955241.21;0.00;0.00;0.00;NULL
651;30/03/2005;26;28;39;45;48;60;0;NULL;0.00;36;24882.92;4356;204.86;9522864.81;0.00;0.00;0.00;NULL
652;02/04/2005;10;18;20;24;56;57;0;NULL;0.00;41;27383.54;3874;288.71;11487633.94;0.00;0.00;0.00;NULL
653;06/04/2005;5;9;19;24;31;34;0;NULL;0.00;74;14994.32;6274;176.18;13429397.87;0.00;0.00;0.00;NULL
654;09/04/2005;6;10;11;40;41;56;1;MG;15767596.35;66;20244.14;4745;280.52;0.00;0.00;0.00;0.00;NULL
655;13/04/2005;1;26;37;39;43;48;0;NULL;0.00;23;33457.53;2722;281.64;7808614.22;0.00;0.00;0.00;NULL
656;16/04/2005;35;36;37;46;51;59;0;NULL;0.00;24;42026.73;2623;383.08;9573736.75;0.00;0.00;0.00;NULL
657;20/04/2005;16;20;33;58;59;60;1;PR;11354235.39;56;18168.36;3995;253.72;0.00;0.00;0.00;0.00;NULL
658;23/04/2005;3;6;11;20;36;41;0;NULL;0.00;31;18418.26;2883;197.30;999190.32;0.00;0.00;0.00;NULL
659;27/04/2005;14;29;34;40;51;52;0;NULL;0.00;22;27222.16;1390;429.22;7004050.46;0.00;0.00;0.00;NULL
660;30/04/2005;5;11;38;46;53;54;0;NULL;0.00;58;16751.00;4204;230.23;8704277.05;0.00;0.00;0.00;NULL
661;04/05/2005;4;27;36;40;42;55;0;NULL;0.00;64;15130.77;4211;229.09;10398923.36;0.00;0.00;0.00;NULL
662;07/05/2005;4;18;23;25;56;60;0;NULL;0.00;79;14974.99;5525;213.31;12469215.44;0.00;0.00;0.00;NULL
663;11/05/2005;1;27;30;49;51;55;0;NULL;0.00;64;17649.82;4020;279.93;14445995.20;0.00;0.00;0.00;NULL
664;14/05/2005;1;12;36;38;55;59;0;NULL;0.00;74;18450.77;4971;273.62;23857740.39;0.00;0.00;0.00;NULL
665;18/05/2005;7;8;18;25;47;48;0;NULL;0.00;185;8538.56;10055;156.51;26622098.55;0.00;0.00;0.00;NULL
666;21/05/2005;7;16;26;29;45;55;0;NULL;0.00;77;26923.37;8122;254.29;30250022.18;0.00;0.00;0.00;NULL
667;25/05/2005;1;4;5;16;23;49;1;SP;34263173.55;203;11296.70;15283;149.48;0.00;0.00;0.00;0.00;NULL
668;28/05/2005;1;2;14;33;49;56;0;NULL;0.00;53;11007.74;2814;206.54;1020967.19;0.00;0.00;0.00;NULL
669;01/06/2005;7;24;27;40;41;49;1;SP;2170216.15;32;20522.30;2427;269.57;0.00;0.00;0.00;0.00;NULL
670;04/06/2005;22;37;42;48;58;59;0;NULL;0.00;24;43085.53;2895;355.84;10792198.93;0.00;0.00;0.00;NULL
671;08/06/2005;9;16;27;38;39;51;0;NULL;0.00;67;16609.70;4259;260.30;12739685.49;0.00;0.00;0.00;NULL
672;11/06/2005;24;28;34;38;43;53;0;NULL;0.00;54;24277.19;4411;296.08;15033880.01;0.00;0.00;0.00;NULL
673;15/06/2005;6;11;20;34;37;40;0;NULL;0.00;72;17523.73;4792;262.30;17241869.86;0.00;0.00;0.00;NULL
674;18/06/2005;18;22;29;32;38;42;0;NULL;0.00;96;16070.11;5586;275.14;27769536.63;0.00;0.00;0.00;NULL
675;22/06/2005;24;25;30;42;43;50;0;NULL;0.00;67;26180.70;5204;335.79;30839224.48;0.00;0.00;0.00;NULL
676;25/06/2005;9;15;32;41;42;49;0;NULL;0.00;94;22081.78;7583;272.69;34471676.39;0.00;0.00;0.00;NULL
677;29/06/2005;8;10;25;32;48;55;0;NULL;0.00;284;8422.82;12803;186.14;38657818.81;0.00;0.00;0.00;NULL
678;02/07/2005;14;31;40;42;44;46;0;NULL;0.00;115;28311.43;9797;331.07;44355495.36;0.00;0.00;0.00;NULL
679;06/07/2005;3;21;25;37;54;58;1;RJ;51890452.61;448;9610.91;22087;194.20;0.00;0.00;0.00;0.00;NULL
680;09/07/2005;2;3;5;22;26;44;0;NULL;0.00;188;7276.69;11222;121.45;19623257.97;0.00;0.00;0.00;NULL
681;13/07/2005;21;25;38;53;58;59;0;NULL;0.00;62;23695.09;5210;280.91;22194175.20;0.00;0.00;0.00;NULL
682;16/07/2005;4;27;36;37;47;60;0;NULL;0.00;62;25832.17;5647;282.55;24996965.62;0.00;0.00;0.00;NULL
683;20/07/2005;2;11;12;35;40;43;0;NULL;0.00;79;19666.04;5680;272.49;27715795.78;0.00;0.00;0.00;NULL
684;23/07/2005;17;19;33;37;40;50;0;NULL;0.00;81;22483.66;7103;255.42;40669733.33;0.00;0.00;0.00;NULL
685;27/07/2005;5;12;27;33;43;56;1;SP;44331219.78;347;6029.62;15404;135.32;0.00;0.00;0.00;0.00;NULL
686;30/07/2005;4;5;15;26;33;54;0;NULL;0.00;47;15221.72;3901;182.71;1251986.54;0.00;0.00;0.00;NULL
687;03/08/2005;1;7;14;41;48;59;0;NULL;0.00;28;25839.62;2887;249.66;2518128.16;0.00;0.00;0.00;NULL
688;06/08/2005;11;21;30;35;47;52;0;NULL;0.00;38;23920.89;2757;328.45;4108867.61;0.00;0.00;0.00;NULL
689;10/08/2005;6;7;31;49;51;60;0;NULL;0.00;29;30336.11;2998;292.33;12298361.58;0.00;0.00;0.00;NULL
690;13/08/2005;8;12;15;41;47;53;0;NULL;0.00;90;13225.50;5446;217.74;14381378.18;0.00;0.00;0.00;NULL
691;17/08/2005;8;16;37;50;55;58;0;NULL;0.00;54;20629.58;3896;284.85;16330873.12;0.00;0.00;0.00;NULL
692;20/08/2005;11;18;33;57;58;60;0;NULL;0.00;71;18365.13;4995;260.06;18612740.26;0.00;0.00;0.00;NULL
693;24/08/2005;13;14;17;31;41;50;0;NULL;0.00;152;8909.82;7170;188.18;20982752.64;0.00;0.00;0.00;NULL
694;27/08/2005;15;19;29;37;41;53;0;NULL;0.00;114;13859.26;7087;222.10;31925755.05;0.00;0.00;0.00;NULL
695;31/08/2005;6;11;13;21;40;52;0;NULL;0.00;76;22217.91;6333;265.62;34880737.54;0.00;0.00;0.00;NULL
696;03/09/2005;9;16;34;37;53;57;2;"MA; MG";19251302.49;195;10613.53;10814;190.66;0.00;0.00;0.00;0.00;NULL
697;10/09/2005;28;31;32;35;51;53;0;NULL;0.00;27;33337.57;2895;309.74;1575200.44;0.00;0.00;0.00;NULL
698;14/09/2005;8;12;22;27;43;55;0;NULL;0.00;43;16354.69;3981;175.99;2805890.89;0.00;0.00;0.00;NULL
699;19/09/2005;17;23;48;50;53;54;0;NULL;0.00;54;16259.09;3752;233.13;12141821.41;0.00;0.00;0.00;NULL
700;21/09/2005;2;3;14;24;31;40;0;NULL;0.00;53;17991.31;3584;265.04;13810515.56;0.00;0.00;0.00;NULL
701;24/09/2005;1;13;23;31;48;60;0;NULL;0.00;103;11253.13;5623;205.35;15838891.81;0.00;0.00;0.00;NULL
702;28/09/2005;1;18;45;56;57;58;0;NULL;0.00;47;22868.49;3663;292.31;17719825.24;0.00;0.00;0.00;NULL
703;01/10/2005;2;11;24;27;30;45;0;NULL;0.00;123;10767.16;7343;179.68;20037455.42;0.00;0.00;0.00;NULL
704;05/10/2005;2;4;18;27;34;50;0;NULL;0.00;56;22659.95;5784;218.56;29484065.62;0.00;0.00;0.00;NULL
705;08/10/2005;3;11;13;15;26;43;0;NULL;0.00;144;11780.58;11514;146.78;32452771.10;0.00;0.00;0.00;NULL
706;15/10/2005;2;7;10;17;22;60;0;NULL;0.00;282;7866.56;15980;138.30;36334914.54;0.00;0.00;0.00;NULL
707;19/10/2005;1;8;10;36;43;51;2;"MG; RO";19919975.72;140;14306.28;12461;160.12;0.00;0.00;0.00;0.00;NULL
708;22/10/2005;7;9;13;39;45;47;0;NULL;0.00;102;6567.35;5998;111.26;1172271.79;0.00;0.00;0.00;NULL
709;26/10/2005;4;6;9;22;29;44;0;NULL;0.00;106;5881.47;5202;119.39;11276978.00;0.00;0.00;0.00;NULL
710;29/10/2005;5;25;34;39;46;49;0;NULL;0.00;48;21483.28;4608;222.94;13081573.14;0.00;0.00;0.00;NULL
711;05/11/2005;5;10;33;40;41;59;0;NULL;0.00;79;18118.11;5840;244.16;15586402.01;0.00;0.00;0.00;NULL
712;09/11/2005;7;8;35;43;53;58;0;NULL;0.00;97;12122.15;5637;207.81;17644136.19;0.00;0.00;0.00;NULL
713;12/11/2005;1;12;16;26;46;54;0;NULL;0.00;67;20438.81;5838;233.68;20040586.54;0.00;0.00;0.00;NULL
